year,marca,modelo,pasajeros,descripcion,precio,preciodolar,Combustible:,Cilindrada:,Transmisión:,Estilo:,Color Exterior:,Color Interior:,Placa:,Provincia:
2022,Nissan,FRONTIER ULTRALIMITED,5,"['Nissan', 'FRONTIER', 'ULTRALIMITED']", 25802505, 48501,Diesel,2500 cc,Automática,Pickup 4x4,GRIS,NEGRO,Termina en 5,San José
2017,Toyota,LAND CRUISER PRADO TX,5,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 25900000, 48684,Diesel,3000 cc,Automática,Todo Terreno 4x4,PLATA,NEGRO,Termina en 5,Alajuela
2020,Toyota,FORTUNER SR,7,"['Toyota', 'FORTUNER', 'SR']", 25900000, 48684,Diesel,2800 cc,Automática,Todo Terreno 4x4,GRIS OSCURO,NEGRO - CAFÉ,Termina en 7,San José
2016,Audi,Q7,7,"['Audi', 'Q7']", 26000000, 48872,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 2,Alajuela
2018,Ford,F150,5,"['Ford', 'F150']", 26000000, 48872,Gasolina,3500 cc,Automática,Pickup 4x4,GRIS OSCURO,NEGRO,Termina en 0,San José
2016,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 26000000, 48872,Diesel,3000 cc,Automática,Pickup 4x4,NEGRO,NEGRO,Termina en 1,Alajuela
2022,Mitsubishi,L200,5,"['Mitsubishi', 'L200']", 26000000, 48872,Diesel,2400 cc,Automática,Pickup 4x4,BLACO,NEGRO,ND,Puntarenas
2019,Mercedes Benz,SLC300 CABRIO,2,"['Mercedes', 'Benz', 'SLC300', 'CABRIO']", 25900000, 48684,Gasolina,2000 cc,Automática,Sedán,GRIS PLOMO,BEIGE,Termina en 4,Cartago
2021,Mercedes Benz,GLB,7,"['Mercedes', 'Benz', 'GLB']", 25950000, 48778,Gasolina,1333 cc,Automática,Todo Terreno 4x2,AZUL,NEGRO,Termina en 5,San José
2021,BYD,SONG PRO,5,"['BYD', 'SONG', 'PRO']", 26000000, 48872,Eléctrico,0 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 0,Cartago
2015,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 26000000, 48872,Diesel,3000 cc,Automática,Todo Terreno 4x4,BRONCE,NEGRO,Termina en 6,Alajuela
2019,Volkswagen,AMAROK,5,"['Volkswagen', 'AMAROK']", 26000000, 48872,Diesel,3000 cc,Automática,Pickup 4x4,AZUL,NEGRO,Termina en 9,Heredia
2019,Toyota,FORTUNER,7,"['Toyota', 'FORTUNER']", 26000000, 48872,Diesel,2800 cc,Automática,Todo Terreno 4x4,GRIS PLATA,NEGRO,Termina en 2,Alajuela
2016,Dodge/RAM,RAM 1500 SPORT,5,"['Dodge/RAM', 'RAM', '1500', 'SPORT']", 26000000, 48872,Gasolina,5700 cc,Automática,Pickup 4x4,GRIS OSCURO,NEGRO,Termina en 2,San José
2022,Toyota,HILUX,5,"['Toyota', 'HILUX']", 26000000, 48872,Diesel,2400 cc,Manual,Pickup 4x4,BLANCO,NEGRO,ND,Alajuela
2023,BYD,TANG,7,"['BYD', 'TANG']", 26000000, 48872,Eléctrico,0 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO/MARRON,ND,Alajuela
2017,Toyota,FORTUNER SRV,7,"['Toyota', 'FORTUNER', 'SRV']", 26000000, 48872,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS RATON,CUERO,Termina en 6,San José
2019,Toyota,FORTUNER SR,7,"['Toyota', 'FORTUNER', 'SR']", 26014800, 48900,Diesel,2800 cc,Automática,Todo Terreno 4x4,BLANCO,CAFE,Termina en 6,San José
2015,Mercedes Benz,GLA45 AMG,5,"['Mercedes', 'Benz', 'GLA45', 'AMG']", 26054500, 48975,Gasolina,2000 cc,Automática,Hatchback,BLANCO,NEGRO,Termina en 3,San José
2014,Land Rover,RANGE ROVER SPORT,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT']", 26068000, 49000,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,CUERO,Termina en 7,Heredia
2022,Volkswagen,ID6 CROZZ PRO,7,"['Volkswagen', 'ID6', 'CROZZ', 'PRO']", 26101873, 49064,Eléctrico,0 cc,Automática,Todo Terreno 4x2,AZUL,GRIS,ND,Heredia
2017,Porsche,MACAN S,5,"['Porsche', 'MACAN', 'S']", 26250000, 49342,Gasolina,3000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 3,San José
2015,Toyota,TACOMA,5,"['Toyota', 'TACOMA']", 26014800, 48900,Gasolina,4000 cc,Automática,Pickup 4x4,BRONCE,GRIS,Termina en 4,Puntarenas
2017,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 26068000, 49000,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS PLATA,GRIS,Termina en 0,San José
2015,Land Rover,RANGE ROVER SPORT SE,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT', 'SE']", 26068000, 49000,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 5,San José
2017,Mercedes Benz,GLE350D,5,"['Mercedes', 'Benz', 'GLE350D']", 26068000, 49000,Diesel,3000 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 3,San José
2019,Volkswagen,AMAROK,5,"['Volkswagen', 'AMAROK']", 26068000, 49000,Gasolina,3000 cc,Automática,Pickup 4x4,GRIS,GRIS,ND,San José
2019,BMW,X4 XDRIVE,5,"['BMW', 'X4', 'XDRIVE']", 26068000, 49000,Gasolina,2000 cc,Automática,Todo Terreno 4x4,AZUL,CAFE,Termina en 9,San José
2017,Mercedes Benz,GLC250 4MATIC COUPE,5,"['Mercedes', 'Benz', 'GLC250', '4MATIC', 'COUPE']", 26086500, 49035,Gasolina,2000 cc,Automática,Sedán,GRIS,NEGRO,Termina en 1,San José
2019,Jaguar,F PACE PRESTIGE,5,"['Jaguar', 'F', 'PACE', 'PRESTIGE']", 26086500, 49035,Diesel,2000 cc,Automática,Todo Terreno 4x4,AZUL,NEGRO,Termina en 7,San José
2019,Toyota,FORTUNER,7,"['Toyota', 'FORTUNER']", 26300000, 49436,Diesel,2800 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 3,San José
2022,Mitsubishi,L200,5,"['Mitsubishi', 'L200']", 26300000, 49436,Diesel,2400 cc,Automática,Pickup 4x4,GRIS,GRIS,Termina en 3,Alajuela
2017,Toyota,FORTUNER SRV,7,"['Toyota', 'FORTUNER', 'SRV']", 26334000, 49500,Diesel,2800 cc,Automática,Todo Terreno 4x4,CAFE,CAFE,Termina en 4,San José
2022,Nissan,FRONTIER ULTRALIMITED LE,5,"['Nissan', 'FRONTIER', 'ULTRALIMITED', 'LE']", 26334000, 49500,Diesel,2500 cc,Automática,Pickup 4x4,GRIS,NEGRO,Termina en 7,San José
2019,BMW,X3 XDRIVE 30I,5,"['BMW', 'X3', 'XDRIVE', '30I']", 26400000, 49624,Gasolina,2000 cc,Automática,Todo Terreno 4x4,SILVER,GRAY,Termina en 5,Puntarenas
2019,Ford,RANGER WILDTRAK,5,"['Ford', 'RANGER', 'WILDTRAK']", 26493600, 49800,Diesel,3200 cc,Automática,Pickup 4x4,BLANCO,NEGRO Y NARANJA,Termina en 9,San José
2016,Toyota,FORTUNER SRV,7,"['Toyota', 'FORTUNER', 'SRV']", 26500000, 49812,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS PLATA,NEGRO,Termina en 2,Puntarenas
2022,MG,RX8,7,"['MG', 'RX8']", 26334000, 49500,Gasolina,2000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 7,San José
2016,Land Rover,RANGE ROVER SPORT HSE,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT', 'HSE']", 26334000, 49500,Diesel,3000 cc,Automática,Todo Terreno 4x4,NEGRO,BEIGE,ND,San José
2017,Lexus,GX460,8,"['Lexus', 'GX460']", 26334505, 49501,Gasolina,4600 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO / CUERO,Termina en 1,San José
2021,Nissan,FRONTIER LIMITED NP300,5,"['Nissan', 'FRONTIER', 'LIMITED', 'NP300']", 26342900, 49517,Diesel,2500 cc,Automática,Pickup 4x4,CAFE,CUERO,Termina en 5,Heredia
2020,Mercedes Benz,C200,5,"['Mercedes', 'Benz', 'C200']", 26350000, 49530,Gasolina,2000 cc,Automática,Sedán,BLANCO,BLANCO / BEIGE,Termina en 1,San José
2020,Toyota,FORTUNER,7,"['Toyota', 'FORTUNER']", 26400000, 49624,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS PLATA,NEGRO,Termina en 9,San José
2023,Volkswagen,ID4 LITE PRO,5,"['Volkswagen', 'ID4', 'LITE', 'PRO']", 26433000, 49686,Eléctrico,0 cc,Automática,Todo Terreno 4x2,GRIS,GRIS,ND,Heredia
2019,Volvo,XC60 D5,5,"['Volvo', 'XC60', 'D5']", 26460000, 49737,Diesel,2000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 9,San José
2017,Lexus,GX460,7,"['Lexus', 'GX460']", 26500000, 49812,Gasolina,4600 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 1,Alajuela
2020,Toyota,FORTUNER,7,"['Toyota', 'FORTUNER']", 26500000, 49812,Diesel,2800 cc,Automática,Todo Terreno 4x4,GRIS PLATA,CAFE,Termina en 0,Cartago
2017,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 26500000, 49812,Diesel,3000 cc,Automática,Pickup 4x4,PLATEADO,NEGRO,Termina en 0,Cartago
2019,BMW,X3 X-DRIVE,5,"['BMW', 'X3', 'X-DRIVE']", 26546800, 49900,Diesel,2000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 4,San José
2017,Toyota,PRADO,7,"['Toyota', 'PRADO']", 26550000, 49906,Diesel,3000 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 0,Alajuela
2017,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 26500000, 49812,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 7,Alajuela
2020,Toyota,RAV4 ADVENTURE TRD,5,"['Toyota', 'RAV4', 'ADVENTURE', 'TRD']", 26500000, 49812,Gasolina,2500 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 8,San José
2017,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 26500000, 49812,Diesel,3000 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 0,San José
2016,Toyota,HILUX,5,"['Toyota', 'HILUX']", 26500000, 49812,Diesel,3000 cc,Automática,Pickup 4x4,ROJO,NEGRO,Termina en 9,San José
2017,Isuzu,MUX,7,"['Isuzu', 'MUX']", 26546800, 49900,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,,Termina en 8,Puntarenas
2017,Jeep,WRANGLER,4,"['Jeep', 'WRANGLER']", 26546800, 49900,Diesel,2800 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 0,Puntarenas
2023,Kia,SORENTO,7,"['Kia', 'SORENTO']", 26546800, 49900,Gasolina,2500 cc,Automática,Todo Terreno 4x2,GRIS,GRIS,Termina en 3,San José
2017,Mercedes Benz,GLE350D,5,"['Mercedes', 'Benz', 'GLE350D']", 26546800, 49900,Diesel,3000 cc,Automática,Todo Terreno 4x4,CAFÉ,CAFÉ,Termina en 3,San José
2018,Toyota,FORTUNER,7,"['Toyota', 'FORTUNER']", 26550000, 49906,Diesel,2800 cc,Automática,Todo Terreno 4x4,PLATEADO,GRIS,Termina en 1,Heredia
2014,Land Rover,RANGE ROVER SPORT SE,0,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT', 'SE']", 26600000, 50000,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,CUERO BEIGE,Termina en 6,San José
2014,Land Rover,RANGE ROVER SPORT SE,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT', 'SE']", 26600000, 50000,Gasolina,3000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 9,San José
2018,Jeep,GRAND CHEROKEE LIMITED TDI,5,"['Jeep', 'GRAND', 'CHEROKEE', 'LIMITED', 'TDI']", 26600000, 50000,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 1,San José
2014,Land Rover,RANGE ROVER SPORT SE,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT', 'SE']", 26600000, 50000,Diesel,3000 cc,Automática,Todo Terreno 4x4,BEIGE,NEGRO,ND,Heredia
2023,Toyota,BZ4X,5,"['Toyota', 'BZ4X']", 26650000, 50094,Eléctrico,0 cc,Automática,Todo Terreno 4x4,BLANCO - NEGRO,VINO - NEGRO,ND,San José
2016,Mercedes Benz,GLE350D COUPE,5,"['Mercedes', 'Benz', 'GLE350D', 'COUPE']", 26750000, 50282,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,CAFE,Termina en 1,Alajuela
2020,Lexus,NX300H,5,"['Lexus', 'NX300H']", 26600000, 50000,Híbrido,2500 cc,Automática,Todo Terreno 4x4,GRIS,CUERO ROJO,Termina en 9,San José
2019,Honda,PILOT EXL,8,"['Honda', 'PILOT', 'EXL']", 26600000, 50000,Gasolina,3500 cc,Automática,Todo Terreno 4x4,VINO,NEGRO,Termina en 2,San José
2022,BMW,320I,5,"['BMW', '320I']", 26600000, 50000,Gasolina,2000 cc,Automática,Sedán,GRIS,NEGRO,Termina en 5,San José
2020,Land Rover,RANGE ROVER EVOQUE S,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'EVOQUE', 'S']", 26600000, 50000,Gasolina,2000 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 8,San José
2021,Volvo,XC40,5,"['Volvo', 'XC40']", 26600000, 50000,Híbrido,1500 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 4,San José
2017,Ford,F150,5,"['Ford', 'F150']", 26600000, 50000,Gasolina,3500 cc,Automática,Pickup 4x4,AZUL,NEGRO CUERO,Termina en 3,Heredia
2018,Mercedes Benz,GLC250 4M COUPE,5,"['Mercedes', 'Benz', 'GLC250', '4M', 'COUPE']", 26646600, 50088,Gasolina,2000 cc,Automática,Todo Terreno 4x4,BLANCO,BEIGE,Termina en 9,Alajuela
2016,Jeep,WRANGLER,5,"['Jeep', 'WRANGLER']", 26650000, 50094,Gasolina,3600 cc,Automática,Todo Terreno 4x4,VERDE,NEGRO,Termina en 1,Guanacaste
2021,Nissan,FRONTIER LE,5,"['Nissan', 'FRONTIER', 'LE']", 26650000, 50094,Diesel,2500 cc,Automática,Pickup 4x4,CAFE,NEGRO,Termina en 5,Heredia
2023,Toyota,HILUX,5,"['Toyota', 'HILUX']", 26700000, 50188,Diesel,2400 cc,Automática,Pickup 4x4,NEGRO,NEGRO,Termina en 2,Cartago
2017,Jeep,WRANGLER RUBICON,5,"['Jeep', 'WRANGLER', 'RUBICON']", 26739304, 50262,Diesel,2776 cc,Automática,Todo Terreno 4x4,NEGRO BRILLANTE,NEGRO,Termina en 0,Guanacaste
2016,Mercedes Benz,GLS350D,7,"['Mercedes', 'Benz', 'GLS350D']", 26848598, 50467,Diesel,3500 cc,Automática,Todo Terreno 4x4,NEGRO,BEIGE,Termina en 1,Alajuela
2016,Dodge/RAM,1500,6,"['Dodge/RAM', '1500']", 26950000, 50658,Diesel,3000 cc,Automática,Pickup 4x4,PLATA,NEGRO,ND,San José
2023,Mitsubishi,"L200 Combustible: Diesel Cilindrada: 2500 cc Transmisión: Manual Estilo: Pickup 4x4 Llantas y aros nuevos Toyo, black Rhino está prácticamente nuevo se recibe y se busca financiamiento Color Exterior: GRIS Color Interior: NEGRO Placa: ND Provincia: San José ¢ 27,000,000 ($ 50,752)* Ver Detalles",0,"['Mitsubishi', 'L200', 'Combustible:', 'Diesel', 'Cilindrada:', '2500', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Pickup', '4x4', 'Llantas', 'y', 'aros', 'nuevos', 'Toyo,', 'black', 'Rhino', 'está', 'prácticamente', 'nuevo', 'se', 'recibe', 'y', 'se', 'busca', 'financiamiento', 'Color', 'Exterior:', 'GRIS', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'ND', 'Provincia:', 'San', 'José', '¢', '27,000,000', '($', '50,752)*', 'Ver', 'Detalles']", 27000000, 50752,Diesel,2500 cc,Manual,Pickup 4x4,GRIS,NEGRO,ND,San José
2021,Tesla,MODEL Y LONG RANGE,5,"['Tesla', 'MODEL', 'Y', 'LONG', 'RANGE']", 27000000, 50752,Eléctrico,0 cc,Automática,Sedán,BLANCO,BLANCO,Termina en 7,Alajuela
2020,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 26900000, 50564,Diesel,2800 cc,Automática,Pickup 4x4,ROJO,NEGRO,Termina en 2,Heredia
2023,Isuzu,DMAX XTERRAIN,5,"['Isuzu', 'DMAX', 'XTERRAIN']", 26995000, 50742,Diesel,3000 cc,Automática,Pickup 4x4,BLANCO,NEGRO,Termina en 1,Alajuela
2018,Mitsubishi,MONTERO SPORT GT PLUS,7,"['Mitsubishi', 'MONTERO', 'SPORT', 'GT', 'PLUS']", 27000000, 50752,Diesel,2400 cc,Automática,Todo Terreno 4x4,GRIS PLATA,NEGRO,ND,Puntarenas
2021,Volkswagen,AMAROK,5,"['Volkswagen', 'AMAROK']", 27000000, 50752,Diesel,3000 cc,Automática,Pickup 4x4,NEGRO,NEGRO,Termina en 8,Cartago
2016,Audi,Q7 S LINE,7,"['Audi', 'Q7', 'S', 'LINE']", 27000000, 50752,Diesel,3000 cc,Automática,Todo Terreno 4x4,AZUL OSCURO,NEGRO,Termina en 6,San José
2020,Honda,CRV,5,"['Honda', 'CRV']", 27000000, 50752,Gasolina,1500 cc,Automática,Todo Terreno 4x4,PLATEADO,GRIS OSCURO,Termina en 0,Heredia
2016,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 27000000, 50752,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 6,Heredia
2018,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 27000000, 50752,Diesel,3000 cc,Automática,Todo Terreno 4x4,CAFÉ,NEGRO,Termina en 3,San José
2023,Nissan,FRONTIER,5,"['Nissan', 'FRONTIER']", 27000000, 50752,Diesel,2500 cc,Automática,Pickup 4x4,BLANCO,NEGRO,Termina en 4,San José
2021,Hyundai,SANTA FE,7,"['Hyundai', 'SANTA', 'FE']", 27000000, 50752,Diesel,2200 cc,Automática,Todo Terreno 4x4,ARENA,CAFÉ,Termina en 0,San José
2016,Toyota,PRADO,7,"['Toyota', 'PRADO']", 27000000, 50752,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 3,San José
2018,Toyota,PRADO TX,7,"['Toyota', 'PRADO', 'TX']", 27000000, 50752,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 2,San José
2019,Toyota,PRADO,7,"['Toyota', 'PRADO']", 27000000, 50752,Diesel,3000 cc,Automática,Todo Terreno 4x4,COBRE,NEGRO,Termina en 8,San José
2019,Toyota,FORTUNER SRV,7,"['Toyota', 'FORTUNER', 'SRV']", 27132000, 51000,Diesel,2800 cc,Automática,Todo Terreno 4x4,GRIS OSCURO,CUERO CAFÉ,ND,Heredia
2016,Toyota,"LAND CRUISER PRADO Combustible: Diesel Cilindrada: 3000 cc Transmisión: Automática Estilo: Todo Terreno 4x4 EXCELENTES CONDICIONES LLAVE INTELIGENTE PEGADERO MUY CUIDADA RECIBO MENOR VALOR IMPECABLE Color Exterior: BRONZE Color Interior: NEGRO Placa: Termina en 8 Provincia: Alajuela ¢ 27,300,000 ($ 51,316)* Ver Detalles",0,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'Combustible:', 'Diesel', 'Cilindrada:', '3000', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Todo', 'Terreno', '4x4', 'EXCELENTES', 'CONDICIONES', 'LLAVE', 'INTELIGENTE', 'PEGADERO', 'MUY', 'CUIDADA', 'RECIBO', 'MENOR', 'VALOR', 'IMPECABLE', 'Color', 'Exterior:', 'BRONZE', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '8', 'Provincia:', 'Alajuela', '¢', '27,300,000', '($', '51,316)*', 'Ver', 'Detalles']", 27300000, 51316,Diesel,3000 cc,Automática,Todo Terreno 4x4,BRONZE,NEGRO,Termina en 8,Alajuela
2006,Land Rover,DEFENDER 110,9,"['Land', 'Rover', 'DEFENDER', '110']", 27398000, 51500,Diesel,2500 cc,Manual,Todo Terreno 4x4,ROJO,GRIS,Termina en 0,San José
2021,Ford,EXPLORER,7,"['Ford', 'EXPLORER']", 27404000, 51511,Gasolina,2300 cc,Automática,Todo Terreno 4x2,AZUL,NEGRO,Termina en 0,San José
2017,Toyota,TACOMA,5,"['Toyota', 'TACOMA']", 27000000, 50752,Gasolina,3500 cc,Automática,Pickup 4x4,ROJO,NEGRO,Termina en 2,San José
2017,Toyota,LAND CRUISER PRADO,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO']", 27000000, 50752,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 6,San José
2021,BMW,X3 S DRIVE,5,"['BMW', 'X3', 'S', 'DRIVE']", 27079507, 50901,Gasolina,2000 cc,Automática,Todo Terreno 4x2,BLANCO,CUERO NEGRO,Termina en 5,San José
2017,Toyota,LAND CRUISER PRADO VX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'VX']", 27100000, 50940,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,BLANCO,Termina en 6,San José
2023,Maxus,D90 LUXURY,7,"['Maxus', 'D90', 'LUXURY']", 27132000, 51000,Diesel,2000 cc,Automática,Todo Terreno 4x4,DORADO,CUERO CAFE,Termina en 8,San José
2019,Toyota,TACOMA,5,"['Toyota', 'TACOMA']", 27132000, 51000,Gasolina,3500 cc,Automática,Pickup 4x4,GRIS,GRIS OSCURO,Termina en 1,Alajuela
2023,Volkswagen,ID6 PRO,7,"['Volkswagen', 'ID6', 'PRO']", 27256167, 51233,Eléctrico,0 cc,Automática,Todo Terreno 4x2,AZUL,GRIS,ND,San José
2019,BMW,X3 XDRIVE,5,"['BMW', 'X3', 'XDRIVE']", 27398000, 51500,Gasolina,2000 cc,Automática,Todo Terreno 4x4,BLANCO,TABACO,Termina en 6,Alajuela
2016,Toyota,SEQUOIA,7,"['Toyota', 'SEQUOIA']", 27410000, 51523,Gasolina,5700 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 7,Heredia
2020,Toyota,FORTUNER 1GD,4,"['Toyota', 'FORTUNER', '1GD']", 27445234, 51589,Diesel,2800  cc,Automática,Todo Terreno 4x4,PLATEADO,CAFE,Termina en 6,San José
2019,Toyota,PRADO,7,"['Toyota', 'PRADO']", 27500000, 51692,Diesel,3000 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 1,San José
2017,Toyota,4RUNNER,7,"['Toyota', '4RUNNER']", 27500000, 51692,Gasolina,4000 cc,Automática,Todo Terreno 4x4,AZUL,NEGRO,Termina en 9,Alajuela
2018,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 27500000, 51692,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 9,San José
2017,Toyota,4RUNNER,5,"['Toyota', '4RUNNER']", 27500000, 51692,Gasolina,4000 cc,Automática,Todo Terreno 4x4,AZUL,NEGRO,Termina en 9,Alajuela
2020,Volkswagen,AMAROK EXTREME,5,"['Volkswagen', 'AMAROK', 'EXTREME']", 27600000, 51880,Diesel,3000 cc,Automática,Pickup 4x4,BLANCO,NEGRO,Termina en 2,San José
2018,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 27658680, 51990,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,CUERO NEGRO,Termina en 7,Heredia
2018,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 27500000, 51692,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 5,San José
2017,Ford,F150,5,"['Ford', 'F150']", 27500000, 51692,Gasolina,3500 cc,Automática,Pickup 4x4,AZUL,NEGRO,Termina en 3,San José
2020,Toyota,FORTUNER,7,"['Toyota', 'FORTUNER']", 27500000, 51692,Diesel,2800 cc,Automática,Todo Terreno 4x4,GRIS,CAFÉ,Termina en 8,San José
2022,Mitsubishi,L200 GT,5,"['Mitsubishi', 'L200', 'GT']", 27500000, 51692,Diesel,2400 cc,Automática,Pickup 4x4,BLANCO,NEGRO,Termina en 3,San José
2015,Jeep,WRANGLER,5,"['Jeep', 'WRANGLER']", 27500000, 51692,Gasolina,3600 cc,Automática,Todo Terreno 4x4,VERDE MUSGO,NEGRO,Termina en 6,Guanacaste
2022,Mitsubishi,L200,5,"['Mitsubishi', 'L200']", 27500000, 51692,Diesel,2400 cc,Automática,Pickup 4x4,NEGRO,GRIS,Termina en 8,San José
2019,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 27501000, 51694,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 7,San José
2021,BMW,X3,5,"['BMW', 'X3']", 27664000, 52000,Gasolina,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 6,San José
2016,Toyota,TUNDRA LIMITED,5,"['Toyota', 'TUNDRA', 'LIMITED']", 27664000, 52000,Gasolina,5700 cc,Automática,Todo Terreno 4x4,CAFE,NEGRO,Termina en 8,San José
2019,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 27664000, 52000,Diesel,2800 cc,Automática,Pickup 4x4,VINO,NEGRO,Termina en 5,San José
2017,Porsche,MACAN S,5,"['Porsche', 'MACAN', 'S']", 27664000, 52000,Gasolina,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,ND,San José
2020,Mitsubishi,MONTERO SPORT,7,"['Mitsubishi', 'MONTERO', 'SPORT']", 27667500, 52007,Diesel,2400 cc,Automática,Todo Terreno 4x4,AZUL,NEGRO,Termina en 9,Cartago
2016,Mercedes Benz,GLE350D COUPE,5,"['Mercedes', 'Benz', 'GLE350D', 'COUPE']", 27768000, 52195,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,CAFE,Termina en 0,San José
2021,BMW,X3,5,"['BMW', 'X3']", 27930000, 52500,Gasolina,2000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 3,San José
2019,Toyota,PRADO TX,7,"['Toyota', 'PRADO', 'TX']", 27975000, 52585,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 7,San José
2015,BMW,X6,5,"['BMW', 'X6']", 27664000, 52000,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,CUERO CAFE,Termina en 2,San José
